image_name,image_URL
Streifengans_Anser_indicus_Tierpark_Hellabrunn-2.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-2.jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-3.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-3.jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-3_(cropped).jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-3_(cropped).jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-4.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-4.jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-5.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-5.jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-6.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-6.jpg
Streifengans_Anser_indicus_Tierpark_Hellabrunn-6_(cropped).jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Tierpark_Hellabrunn-6_(cropped).jpg
Streifengans_Anser_indicus_Zoo_Augsburg-01.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Zoo_Augsburg-01.jpg
Streifengans_Anser_indicus_Zoo_Augsburg-02.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Anser_indicus_Zoo_Augsburg-02.jpg
Streifengans_Head.jpg,https://commons.wikimedia.org/w/index.php?search=Streifengans_Head.jpg
Stripgas.jpg,https://commons.wikimedia.org/w/index.php?search=Stripgas.jpg
Suisse_zoo_(32).jpg,https://commons.wikimedia.org/w/index.php?search=Suisse_zoo_(32).jpg
Viernheim_Vogelpark_Indische_Gans_2012.jpg,https://commons.wikimedia.org/w/index.php?search=Viernheim_Vogelpark_Indische_Gans_2012.jpg
Горный_гусь_Гродно.jpg,https://commons.wikimedia.org/w/index.php?search=Горный_гусь_Гродно.jpg
Гуска_гірська_(Anser_indicus)_у_Миколаївському_зоопарку.jpg,https://commons.wikimedia.org/w/index.php?search=Гуска_гірська_(Anser_indicus)_у_Миколаївському_зоопарку.jpg
Околиці_пташника_19.jpg,https://commons.wikimedia.org/w/index.php?search=Околиці_пташника_19.jpg
"017_-_CANADA_GGOSE_(12-1-09)_farmington,_nm_(2)_(8708319862).jpg","https://commons.wikimedia.org/w/index.php?search=017_-_CANADA_GGOSE_(12-1-09)_farmington,_nm_(2)_(8708319862).jpg"
"017_-_CANADA_GGOSE_(12-1-09)_farmington,_nm_(3)_(8707171303).jpg","https://commons.wikimedia.org/w/index.php?search=017_-_CANADA_GGOSE_(12-1-09)_farmington,_nm_(3)_(8707171303).jpg"
"2008-06-07_(46)_Goose,_Kanadagans,_Branta_canadensis.jpg","https://commons.wikimedia.org/w/index.php?search=2008-06-07_(46)_Goose,_Kanadagans,_Branta_canadensis.jpg"
"2008-06-07_(48)_Goose,_Kanadagans,_Branta_canadensis.jpg","https://commons.wikimedia.org/w/index.php?search=2008-06-07_(48)_Goose,_Kanadagans,_Branta_canadensis.jpg"
"2010-04-28_(60)_Kanadagans,_Branta_canadensis.jpg","https://commons.wikimedia.org/w/index.php?search=2010-04-28_(60)_Kanadagans,_Branta_canadensis.jpg"
20140327_040_Kessel_Weerdbeemden_Grote_Canadese_gans_(13493490453).jpg,https://commons.wikimedia.org/w/index.php?search=20140327_040_Kessel_Weerdbeemden_Grote_Canadese_gans_(13493490453).jpg
20140403_044_Kessel_Weerdbeemden_Grote_Canadese_gans_(13609356753).jpg,https://commons.wikimedia.org/w/index.php?search=20140403_044_Kessel_Weerdbeemden_Grote_Canadese_gans_(13609356753).jpg
20140403_045_Kessel_Weerdbeemden_Grote_Canadese_gans_(13609699644).jpg,https://commons.wikimedia.org/w/index.php?search=20140403_045_Kessel_Weerdbeemden_Grote_Canadese_gans_(13609699644).jpg
20150323_028_Kessel_Weerdbeemden_Grote_Canadese_Gans_(16906929405).jpg,https://commons.wikimedia.org/w/index.php?search=20150323_028_Kessel_Weerdbeemden_Grote_Canadese_Gans_(16906929405).jpg
20150323_031_Kessel_Weerdbeemden_Grote_Canadese_Gans_(16906938975).jpg,https://commons.wikimedia.org/w/index.php?search=20150323_031_Kessel_Weerdbeemden_Grote_Canadese_Gans_(16906938975).jpg
20150510Branta_canadensis2.jpg,https://commons.wikimedia.org/w/index.php?search=20150510Branta_canadensis2.jpg
20150510Branta_canadensis4.jpg,https://commons.wikimedia.org/w/index.php?search=20150510Branta_canadensis4.jpg
2016.05.12._-_Branta_canadensis_1.jpg,https://commons.wikimedia.org/w/index.php?search=2016.05.12._-_Branta_canadensis_1.jpg
2016.05.12._-_Branta_canadensis_2.jpg,https://commons.wikimedia.org/w/index.php?search=2016.05.12._-_Branta_canadensis_2.jpg
20160225_-_Branta_canadensis_2.jpg,https://commons.wikimedia.org/w/index.php?search=20160225_-_Branta_canadensis_2.jpg
20160225_-_Branta_canadensis_3.jpg,https://commons.wikimedia.org/w/index.php?search=20160225_-_Branta_canadensis_3.jpg
20160225_-_Branta_canadensis_4.jpg,https://commons.wikimedia.org/w/index.php?search=20160225_-_Branta_canadensis_4.jpg
20160313_004_Kessel_Weerdbeemden_Canadesegans_(25752849085).jpg,https://commons.wikimedia.org/w/index.php?search=20160313_004_Kessel_Weerdbeemden_Canadesegans_(25752849085).jpg
20160416-20160416_0058_jmd-2.jpg,https://commons.wikimedia.org/w/index.php?search=20160416-20160416_0058_jmd-2.jpg
2019_Kanadagans_Rothsee_01.jpg,https://commons.wikimedia.org/w/index.php?search=2019_Kanadagans_Rothsee_01.jpg
500px_photo_(181594131).jpeg,https://commons.wikimedia.org/w/index.php?search=500px_photo_(181594131).jpeg
Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_04.jpg,https://commons.wikimedia.org/w/index.php?search=Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_04.jpg
Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_05.jpg,https://commons.wikimedia.org/w/index.php?search=Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_05.jpg
Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_06.jpg,https://commons.wikimedia.org/w/index.php?search=Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_06.jpg
Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_07.jpg,https://commons.wikimedia.org/w/index.php?search=Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_07.jpg
Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_08.jpg,https://commons.wikimedia.org/w/index.php?search=Alexandra_Lake_Wanstead_Flats_Redbridge_London_-_Branta_canadensis_08.jpg
Altvogel_und_Küken_Kanadagans.jpg,https://commons.wikimedia.org/w/index.php?search=Altvogel_und_Küken_Kanadagans.jpg
Anatidae-goose_and_chicks.jpg,https://commons.wikimedia.org/w/index.php?search=Anatidae-goose_and_chicks.jpg
Animalyorkuniversity5.jpg,https://commons.wikimedia.org/w/index.php?search=Animalyorkuniversity5.jpg
An_early_morning_visit_to_Isabel_Lake...Canada_Geese_(adults_&_juveniles)_(Branta_canadensis)..._(28262538666).jpg,https://commons.wikimedia.org/w/index.php?search=An_early_morning_visit_to_Isabel_Lake...Canada_Geese_(adults_&_juveniles)_(Branta_canadensis)..._(28262538666).jpg
"Assiniboine_Park_Zoo,_Winnipeg_(480466)_(9444987583).jpg","https://commons.wikimedia.org/w/index.php?search=Assiniboine_Park_Zoo,_Winnipeg_(480466)_(9444987583).jpg"
"Assiniboine_Park_Zoo,_Winnipeg_(480565)_(24749859929).jpg","https://commons.wikimedia.org/w/index.php?search=Assiniboine_Park_Zoo,_Winnipeg_(480565)_(24749859929).jpg"
A_Canada_Goose.jpeg,https://commons.wikimedia.org/w/index.php?search=A_Canada_Goose.jpeg
A_canadian_goose_in_Serpentine_Lake_of_Hyde_Park.jpg,https://commons.wikimedia.org/w/index.php?search=A_canadian_goose_in_Serpentine_Lake_of_Hyde_Park.jpg
